Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,item_id
Hyundai,Xcent S 1.2,399000,2014,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0,i6583143371457223749
Volkswagen,Vento Highline Diesel AT,685000,2015,85000,Diesel,Automatic,Pune,Grey,First,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0,i-2346483269875258530
Maruti Suzuki,Ritz VXI BS-IV,265000,2011,28000,Petrol,Manual,Mumbai,Silver,First,Individual,,,,,,,,,,i-6332307395516705567
Volkswagen,Vento Highline Plus 1.6 (P),940000,2021,35000,Petrol,Manual,Chennai,Maroon,First,Corporate,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0,i-3059223879035604926
Mercedes-Benz,GLS 450 4MATIC,13100000,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,2999 cc,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,AWD,5207.0,2157.0,1823.0,7.0,90.0,i2776559999707750502
Audi,Q5 2.0 TDI quattro Technology Pack,2690000,2016,57000,Diesel,Automatic,Gurgaon,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0,i-5937172069929737168
Honda,City VX,1255000,2021,10000,Petrol,Manual,Mumbai,White,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i4027910160332375243
Audi,Q5 3.0 TDI quattro,825000,2009,63300,Diesel,Automatic,Delhi,White,First,Individual,2967 cc,240@4000,500@1500,,4628.0,1879.0,1651.0,5.0,75.0,i8159540663282898997
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],390000,2014,46000,Petrol,Manual,Pune,Orange,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-6875769382321951391
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,525000,2014,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i-6430084866626244808
Audi,Q2 Premium 40 TFSI quattro,3450000,2022,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318.0,1805.0,1548.0,5.0,55.0,i-3800940546933072855
Mercedes-Benz,CLA 200 CDI Sport (CBU),2825000,2018,23000,Diesel,Automatic,Mumbai,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4630.0,1777.0,1432.0,5.0,,i-1019517621275011344
Mahindra,XUV500 W10,1090000,2017,144933,Diesel,Manual,Nashik,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i2990542036950989009
Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i2345557184903160846
Toyota,Etios 1.2 G,434999,2015,32545,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3895.0,1735.0,1555.0,5.0,45.0,i-1174771066814496497
Hyundai,Tucson GL 2WD AT Diesel,2089999,2019,31000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0,i1477496760989058402
Maruti Suzuki,Swift DZire VDI,500000,2015,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i-5470427564154762992
Maruti Suzuki,Swift DZire VDI,400000,2015,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i-1357330399220384171
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],225000,2012,26000,Petrol,Manual,Dehradun,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i8224394096005202474
Mahindra,XUV300 1.5 W6 [2019-2020],965000,2021,27000,Diesel,Manual,Delhi,Black,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0,i4805286569323414867
Hyundai,Creta E Plus 1.4 CRDI,825000,2017,62000,Diesel,Manual,Dehradun,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,i-4684718161631672649
Hyundai,Santro GL Plus,254999,2012,17000,Petrol,Manual,Mohali,Silver,First,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565.0,1525.0,1590.0,5.0,35.0,i5991348165794554874
Mahindra,Bolero SLE BS IV,525000,2015,39234,Diesel,Manual,Patna,White,Second,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107.0,1745.0,1880.0,7.0,60.0,i-3061236088520558741
Ford,Ecosport Trend 1.5 TDCi,285000,2013,72000,Diesel,Manual,Faridabad,Silver,First,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0,i5562992322196653488
Chevrolet,Beat LT Diesel,229999,2011,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936 cc,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,FWD,3640.0,1595.0,1520.0,5.0,35.0,i8359200599006770482
Volvo,XC40 T4 R-Design,4400000,2020,16519,Petrol,Automatic,Mumbai,White,First,Corporate,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD,4425.0,1863.0,1652.0,5.0,54.0,i3761921466484442083
Maruti Suzuki,Alto VXi,200000,2011,51000,Petrol,Manual,Mumbai,Orange,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,i5068634815015634733
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,1011000,2019,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i-8696860920367152370
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6500000,2020,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658.0,1890.0,1644.0,5.0,66.0,i3657147843083997078
Maruti Suzuki,S-Cross Alpha 1.6,1063000,2019,31056,Diesel,Manual,Hyderabad,Others,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0,i-7949598022970502712
Maruti Suzuki,Ertiga VXI AT,675000,2016,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,i-9018922413107229398
Mercedes-Benz,E-Class E 220 d Avantgarde,7475000,2021,13000,Diesel,Automatic,Delhi,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0,i-2140650404009565182
Mercedes-Benz,GLC 220d 4MATIC Progressive,7000000,2021,19000,Diesel,Automatic,Mumbai,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658.0,1890.0,1644.0,5.0,66.0,i1055589372126608278
Audi,Q5 2.0 TDI quattro Premium,2175000,2015,152000,Diesel,Automatic,Surat,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0,i278839847085141500
Honda,City VX CVT,690000,2015,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i-6706728495999771459
Audi,A3 35 TDI Technology + Sunroof,1525000,2016,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i-2824518804833894250
Honda,Accord 2.4 AT,475000,2011,72000,Petrol,Automatic,Delhi,Gold,First,Individual,2354 cc,178 bhp @ 6500 rpm,222 Nm @ 4300 rpm,FWD,4950.0,1845.0,1475.0,5.0,70.0,i3627180744265911993
Hyundai,Verna SX Plus 1.6 CRDi AT,1123000,2017,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0,i904331709845771912
Maruti Suzuki,Ertiga ZXi AT,990000,2019,21894,Petrol,Automatic,Delhi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0,i-3374302047805047045
BMW,5-Series 530d M Sport [2013-2017],5250000,2018,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,i5168047085647621164
Honda,Amaze 1.5 VX i-DTEC,515000,2015,63587,Diesel,Manual,Mumbai,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,i6996850537799106360
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],850000,2019,32000,Petrol,Automatic,Pune,Grey,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i632328106822018234
Maruti Suzuki,Vitara Brezza VDi,865000,2018,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i-9065423404087102827
Maruti Suzuki,Swift DZire VDi,365000,2009,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248 cc,75@4000,190@2000,FWD,4160.0,1690.0,1530.0,5.0,43.0,i2408748606918569243
Mercedes-Benz,GL-Class 350 CDI,3390000,2015,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0,i4651600119607923478
Audi,A6 2.0 TDI Premium Plus,1450000,2014,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0,i-4411653192878243566
Hyundai,i20 Asta 1.4 CRDI,434999,2012,76148,Diesel,Manual,Hyderabad,Silver,First,Individual,1396 cc,90@4000,220@1750,,3940.0,1710.0,1505.0,5.0,45.0,i7025011873283497476
Mahindra,Scorpio S2,650000,2015,104000,Diesel,Manual,Roorkee,White,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0,i4671126886087318840
Audi,A4 2.0 TDI (177bhp) Premium Plus,1175000,2013,50000,Diesel,Automatic,Pune,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,i-2164691914833056373
Hyundai,Eon Magna +,325000,2017,56000,Petrol,Manual,Dehradun,Silver,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0,i-7040987981001093281
Renault,Duster 85 PS RxL Diesel,525000,2014,48000,Diesel,Manual,Patna,Silver,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i-4676910270024304006
Maruti Suzuki,Ertiga ZXi Plus,1225000,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0,i-5802469114030483508
Mercedes-Benz,A-Class Sedan 200d,4200000,2021,5600,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,i-4018728528807996557
Hyundai,Elite i20 Asta 1.2,550000,2015,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i-386984875439927727
Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i9201159427812183782
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],1585000,2019,65000,Diesel,Manual,Mohali,White,First,Individual,,,,,4395.0,1818.0,1640.0,5.0,60.0,i8108195237466623172
Toyota,Innova 2.5 V 7 STR,960000,2012,222000,Diesel,Manual,Hyderabad,Silver,First,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0,i-1396554771023024480
Land Rover,Discovery Sport HSE Luxury,3900000,2016,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0,i-8303848799643189096
Renault,Kwid RXT [2015-2019],434999,2019,32000,Petrol,Manual,Mysore,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,i-3138695720886604889
Mahindra,Bolero SLE BS III,650000,2017,62000,Diesel,Manual,Lucknow,White,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107.0,1745.0,1880.0,7.0,,i-8052139718890360108
Maruti Suzuki,Ertiga VXI,775000,2017,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,i-8651016766964811343
Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0,i-8944102953678701260
Maruti Suzuki,Ritz VXI BS-IV,204999,2011,42152,Petrol,Manual,Siliguri,Brown,First,Corporate,,,,,,,,,,i7888330611948983717
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],560000,2017,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i4570997637920123233
Toyota,Innova 2.5 ZX 7 STR BS-IV,1000000,2014,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0,i719109626248565773
Mercedes-Benz,GLE 350 d,5000000,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,i3729226124060068588
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],635000,2016,92000,Diesel,Manual,Mohali,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i6090456704136926956
Maruti Suzuki,DZire VXi,650000,2020,42000,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,i-1735681546367915020
Datsun,Go T (O),345000,2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0,i-5330390757881103823
Mahindra,XUV500 W6 2013,865000,2017,93000,Diesel,Manual,Ahmedabad,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i402807414869095427
Audi,A4 2.0 TDI (143bhp),1380000,2014,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,i693591491269222483
Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i-3779139146084963130
Toyota,Glanza G,690000,2020,55000,Petrol,Manual,Lucknow,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0,i-7104744257433041152
Maruti Suzuki,Wagon R LXI CNG (O),380000,2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i-477077986279022436
Tata,Hexa XM 4x2 7 STR,850000,2018,65000,Diesel,Manual,Patna,White,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,7.0,60.0,i-1904108560193669907
Toyota,Fortuner 3.0 4x4 MT,1750000,2013,95000,Diesel,Manual,Chennai,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,i-2904143448510073509
Maruti Suzuki,Ritz Vdi BS-IV,275000,2013,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3775.0,1680.0,1620.0,5.0,43.0,i-8607897768329688900
Volkswagen,Vento Comfortline 1.6 (P),690000,2018,38000,Petrol,Manual,Dehradun,Gold,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0,i2748506200110788076
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,1130000,2020,12905,Petrol,Manual,Bangalore,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0,i-5552511318740984412
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2295000,2019,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,i2842553802260390940
Mercedes-Benz,A-Class Sedan 200,4100000,2021,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,i-6476487472025735030
Tata,Nexon XM Diesel,725000,2018,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,i-6815664182689244427
Hyundai,Elite i20 Magna Executive 1.2,595000,2019,48000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0,i7280366691322083228
Hyundai,i10 Magna 1.2 Kappa2,290000,2011,91000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i-2544665665789200415
Hyundai,i20 Sportz 1.2 BS-IV,350000,2011,84873,Petrol,Manual,Indore,Red,Second,Individual,,,,,,,,,,i841397212973328011
Jeep,Wrangler Rubicon,6100000,2022,15000,Petrol,Automatic,Mumbai,Red,First,Individual,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,4882.0,1894.0,1848.0,5.0,81.0,i-7290399353444511543
Mahindra,XUV300 1.5 W6 [2019-2020],1080000,2020,52000,Diesel,Manual,Lucknow,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0,i-7108887659608450661
Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0,i8820744947903006289
Maruti Suzuki,Swift Lxi (O) [2014-2017],575000,2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,i9215518524107559619
Honda,Amaze 1.2 S AT i-VTEC,390000,2014,67000,Petrol,Automatic,Delhi,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,i6914758569361460768
Mahindra,Scorpio S10,875000,2015,67000,Diesel,Manual,Varanasi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,i-7764947991610902119
Hyundai,Venue SX 1.4 CRDi,1175000,2021,37556,Diesel,Manual,Nashik,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0,i5388073769352456388
Maruti Suzuki,Alto VXi,260000,2012,54000,Petrol,Manual,Bangalore,Bronze,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,i-9119339247386109791
Honda,Amaze 1.2 E i-VTEC,650000,2019,42000,Petrol,Manual,Delhi,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,i906097212927581212
Volkswagen,Ameo Highline1.2L (P) [2016-2018],625000,2017,55000,Petrol,Manual,Pune,Bronze,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3995.0,1682.0,1483.0,5.0,45.0,i-8189735969002546477
MG,Hector Sharp 2.0 Diesel [2019-2020],1725000,2019,23952,Diesel,Manual,Bangalore,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0,i3518586338619307495
Maruti Suzuki,Wagon R LXI CNG (O),299000,2015,92000,CNG,Manual,Mumbai,Brown,Second,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i2348849321380116924
Hyundai,i10 Sportz 1.2 AT Kappa2,375000,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i9185102215325335784
Maruti Suzuki,Celerio ZXi AMT,639000,2020,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,i-6231280234022656434
Maruti Suzuki,Ciaz VDi+ SHVS,591000,2015,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i-1198377003397957279
Mercedes-Benz,GLE 250 d,4200000,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,i3617369925433196724
Honda,City 1.5 S AT,250000,2009,110000,Petrol,Automatic,Delhi,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i4815460966274401
Kia,Seltos HTX 1.5 [2020-2021],1399000,2021,11000,Petrol,Manual,Pune,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,i4548867134876585867
Hyundai,Aura S 1.2 CNG,740000,2020,39000,CNG,Manual,Mumbai,Silver,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3995.0,1680.0,1520.0,5.0,65.0,i-4199226787545680877
Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,i3131631606440306629
BMW,3-Series 320d Luxury Line [2014-2016],3750000,2019,42500,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,,i5156635500967736731
BMW,5-Series 530d M Sport [2013-2017],1600000,2013,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,i1563586070520707341
Maruti Suzuki,Wagon R LXi,285000,2013,25200,Petrol,Manual,Ahmedabad,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1475.0,1700.0,5.0,35.0,i-425946519151776705
Honda,City S Diesel,250000,2017,132683,Diesel,Manual,Kolkata,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i3149696579588851297
Renault,Duster 85 PS Sandstorm Edition Diesel,625000,2017,81000,Diesel,Manual,Mohali,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i-587649211243974486
Maruti Suzuki,Ritz VXI BS-IV,190000,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,,,,,,,,,,i-7924755882262595761
BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,30000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,i-5974794168703364886
